"","data_source","model_ensemble","predictionScaled","no_transScaled","smth_transScaled","crt_transScaled","predictionUnscaled","no_transUnscaled","smth_transUnscaled","crt_transUnscaled","lake","res","method","computation","troph_level"
"1","copepotide-i","25","Smooth Transition",0.0364829413592815,0.936261057853699,0.0272560659796,"Critical Transition",0.118965819478035,0.0371531620621681,0.843880891799927,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"2","copepotide-ii","25","Smooth Transition",0.100109860301018,0.840423107147217,0.0594669245183468,"Critical Transition",0.118758611381054,0.0370724834501743,0.844168782234192,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"3","copepotide-iii","25","Smooth Transition",0.212574735283852,0.75286191701889,0.0345633141696453,"Critical Transition",0.118779115378857,0.0370685011148453,0.844152450561523,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"4","copepotide-iv","25","No Transition",0.441667377948761,0.318221926689148,0.24011068046093,"Critical Transition",0.118784196674824,0.0370735228061676,0.844142317771912,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"5","copepotide-v","25","Smooth Transition",0.0307840555906296,0.940222859382629,0.0289930272847414,"Critical Transition",0.118726015090942,0.0370839275419712,0.844190061092377,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"6","cyclopid-N-I-III","25","Smooth Transition",0.0869220197200775,0.907836973667145,0.00524108717218041,"Critical Transition",0.121358245611191,0.0370847135782242,0.841557025909424,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"7","cyclopoid-N-IV-VI","25","Smooth Transition",0.0363003276288509,0.960695207118988,0.00300447875633836,"Critical Transition",0.118561841547489,0.0370469391345978,0.844391226768494,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"8","Mesocyclops","25","Smooth Transition",0.339139342308044,0.525284767150879,0.135575950145721,"Critical Transition",0.119073241949081,0.0371828638017178,0.843743801116943,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"9","Thermocyclops","25","Smooth Transition",0.0468008555471897,0.92500764131546,0.0281915999948978,"Critical Transition",0.118820831179619,0.0370993129909039,0.844079792499542,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"10","Diaphanosoma","25","Smooth Transition",0.237492576241493,0.70710951089859,0.0553977489471436,"Critical Transition",0.119039386510849,0.0371402427554131,0.843820512294769,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"11","Bosmina","25","Smooth Transition",0.0155751230195165,0.96773499250412,0.0166898351162672,"Critical Transition",0.118466816842556,0.0370801091194153,0.844452977180481,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"12","Ceriodaphnia","25","Smooth Transition",0.222680896520615,0.749893963336945,0.0274253599345684,"Critical Transition",0.118960730731487,0.0370945557951927,0.843944787979126,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"13","Chydorus","25","Smooth Transition",0.0270471572875977,0.963058114051819,0.00989490747451782,"Critical Transition",0.118825778365135,0.0371022373437881,0.844072043895721,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"14","Keratella","25","Smooth Transition",0.215647041797638,0.770370543003082,0.0139824524521828,"Critical Transition",0.120472118258476,0.0373264104127884,0.842201471328735,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"15","AsplanPriod","25","Smooth Transition",0.00540706096217036,0.984679102897644,0.00991383288055658,"Critical Transition",0.118697687983513,0.0370928198099136,0.844209372997284,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"16","SynchOblong","25","Smooth Transition",0.0274313669651747,0.964713275432587,0.0078553669154644,"Critical Transition",0.118867874145508,0.0371264442801476,0.844005644321442,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"17","Synchaeta","25","Smooth Transition",0.0188675876706839,0.970185935497284,0.0109465066343546,"Critical Transition",0.118699587881565,0.0370931401848793,0.844207227230072,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"18","Polyarthra","25","Smooth Transition",0.0164816454052925,0.968750715255737,0.0147676337510347,"Critical Transition",0.118331201374531,0.0370541587471962,0.844614505767822,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"19","Ascomorpha","25","Smooth Transition",0.170237630605698,0.814743936061859,0.0150184035301208,"Critical Transition",0.118746273219585,0.0370996706187725,0.844154000282288,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"20","Hexarthra","25","Smooth Transition",0.0241930726915598,0.934805631637573,0.0410014279186726,"Critical Transition",0.118103913962841,0.0370709523558617,0.844825208187103,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"21","Brachionus","25","Smooth Transition",0.0806515142321587,0.902279376983643,0.017068961635232,"Critical Transition",0.118364237248898,0.037142675369978,0.844493269920349,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"22","Anuraeopsis","25","Smooth Transition",0.0166210476309061,0.977491080760956,0.00588804855942726,"Critical Transition",0.118816792964935,0.0371012166142464,0.844082057476044,"Kinneret","Yearly","EWSNet","ML","zooplankton"
"23","Oocystis","25","Smooth Transition",0.0491269864141941,0.935975432395935,0.0148976361379027,"Critical Transition",0.0399832427501678,0.0920289978384972,0.867987751960754,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"24","Pediastrum","25","Smooth Transition",0.0535466820001602,0.935472667217255,0.0109806768596172,"Critical Transition",2.25312280804014e-22,0.112166918814182,0.887833118438721,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"25","Peridinium","25","Smooth Transition",0.0127534652128816,0.98412424325943,0.00312231131829321,"Critical Transition",4.1959879401325e-28,0.0799999982118607,0.920000016689301,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"26","Phacus","25","Smooth Transition",0.0445702970027924,0.936248779296875,0.0191810056567192,"Critical Transition",7.50366098145605e-07,0.0902123898267746,0.909786820411682,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"27","Planktolyngbya","25","Smooth Transition",0.12085073441267,0.86819976568222,0.0109494160860777,"Critical Transition",0,0.0402106791734695,0.959789276123047,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"28","Planktothrix","25","Smooth Transition",0.0500103197991848,0.936161875724792,0.013827851973474,"Critical Transition",0,0.0799999982118607,0.920000016689301,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"29","Polyblepharides","25","Smooth Transition",0.235966935753822,0.754536211490631,0.009496895596385,"Critical Transition",0,0.0399999991059303,0.959999978542328,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"30","Pseudanabaena","25","Smooth Transition",0.0726431682705879,0.921019077301025,0.00633773813024163,"Critical Transition",2.51318255095612e-09,0.0799998342990875,0.92000013589859,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"31","Pseudocarteria","25","Smooth Transition",0.314424455165863,0.671095490455627,0.0144800627604127,"Critical Transition",4.39233463112032e-06,0.115178696811199,0.884816944599152,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"32","Pteromonas","25","Smooth Transition",0.0380780398845673,0.951322913169861,0.0105989407747984,"Critical Transition",0.0399999991059303,0.0799224600195885,0.880077600479126,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"33","Quadricoccus","25","Smooth Transition",0.0137018691748381,0.973927557468414,0.0123706161975861,"Critical Transition",0.00336852227337658,0.104139223694801,0.892492294311523,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"34","Quadrigula","25","Smooth Transition",0.175823971629143,0.820146381855011,0.00402957480400801,"Critical Transition",0.0167370270937681,0.0574404112994671,0.925822675228119,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"35","Radiococcus","25","Smooth Transition",0.0175639893859625,0.970822691917419,0.0116132972761989,"Critical Transition",0.0137128150090575,0.0542374551296234,0.932049691677094,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"36","Rhabdoderma","25","Smooth Transition",0.0159722808748484,0.965668499469757,0.0183592271059752,"Critical Transition",0.0325591675937176,0.0874408408999443,0.879999995231628,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"37","Rhabdogloea","25","Smooth Transition",0.0499405115842819,0.925906002521515,0.0241534989327192,"Critical Transition",0.0155440792441368,0.0588258169591427,0.925630211830139,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"38","Romeria","25","Smooth Transition",0.0261704418808222,0.948388755321503,0.0254408661276102,"Critical Transition",0.0142790582031012,0.150174543261528,0.835546314716339,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"39","Scenedesmus","25","Smooth Transition",0.0254998859018087,0.958753645420074,0.0157463867217302,"Critical Transition",0.00094008824089542,0.119087159633636,0.879972755908966,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"40","Schroederia","25","Smooth Transition",0.00172500009648502,0.992509603500366,0.00576545530930161,"Critical Transition",1.38766687030056e-08,0.119742967188358,0.8802570104599,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"41","Snowella","25","Smooth Transition",0.0694378688931465,0.927437007427216,0.0031252617482096,"Critical Transition",0,0.0799999982118607,0.920000016689301,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"42","Sphaerospermopsis","25","No Transition",0.77228057384491,0.206858575344086,0.0208608321845531,"Critical Transition",7.85465713738082e-13,0.0801111310720444,0.919888854026794,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"43","Staurastrum","25","Smooth Transition",0.123590856790543,0.870503306388855,0.00590572971850634,"Critical Transition",0,0.039997074753046,0.960002899169922,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"44","Staurosirella","25","Smooth Transition",0.0142041360959411,0.970120072364807,0.015675837174058,"Critical Transition",3.95813491809229e-18,0.0400013290345669,0.959998607635498,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"45","Synura","25","Smooth Transition",0.133315891027451,0.857838034629822,0.00884603522717953,"Critical Transition",0.0854990482330322,0.0311445258557796,0.88335645198822,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"46","Tetrachlorella","25","Smooth Transition",0.0665077269077301,0.923634946346283,0.00985737051814795,"Critical Transition",0.00293956394307315,0.11564264446497,0.881417751312256,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"47","Tetradesmus","25","Smooth Transition",0.0149824228137732,0.978063642978668,0.00695384806022048,"Critical Transition",0.010473757982254,0.15672205388546,0.832804203033447,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"48","Tetraedron","25","Smooth Transition",0.239338994026184,0.749685227870941,0.010975856333971,"Critical Transition",0.0399999469518661,0.0434286780655384,0.916571438312531,"Kasumigaura","Yearly","EWSNet","ML","zooplankton"
"49","Alona","25","Smooth Transition",0.144423961639404,0.834473967552185,0.0211021788418293,"Critical Transition",0.0905318707227707,0.0327298790216446,0.87673819065094,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"50","Asplanchna","25","Smooth Transition",0.178093820810318,0.806857705116272,0.0150485448539257,"Critical Transition",0.0385836437344551,0.105675518512726,0.855740904808044,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"51","Bosmina","25","Smooth Transition",0.0185980871319771,0.971716463565826,0.00968553777784109,"Critical Transition",0.0313908345997334,0.0971922427415848,0.871416926383972,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"52","Bythotrephes","25","Smooth Transition",0.017795879393816,0.960912644863129,0.0212914235889912,"Critical Transition",0.0196608789265156,0.0409020856022835,0.939436972141266,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"53","Canthocamptus","25","Smooth Transition",0.032569408416748,0.954740524291992,0.01269003842026,"Critical Transition",0.0956585481762886,0.0331504233181477,0.871191024780273,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"54","Ceriodaphnia","25","Smooth Transition",0.0115392962470651,0.97392326593399,0.0145375616848469,"Critical Transition",0.0392866507172585,0.03667276725173,0.924040615558624,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"55","Chaoborus","25","Smooth Transition",0.0222260355949402,0.970001578330994,0.00777238141745329,"Critical Transition",0.0956790521740913,0.0335018783807755,0.87081903219223,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"56","Cyclops","25","Smooth Transition",0.0196547657251358,0.961317420005798,0.0190278310328722,"Critical Transition",2.50859266692771e-09,0.132372826337814,0.867627263069153,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"57","Daphnia","25","Smooth Transition",0.0798778980970383,0.905580282211304,0.0145418373867869,"Critical Transition",0.0366956852376461,0.083265632390976,0.880038619041443,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"58","Daphniidae","25","Smooth Transition",0.0956737548112869,0.889398872852325,0.0149273434653878,"Critical Transition",0.0612826161086559,0.0311354659497738,0.90758204460144,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"59","Diacyclops","25","Smooth Transition",0.417900085449219,0.574529409408569,0.00757041946053505,"Critical Transition",0.0134479878470302,0.0805232748389244,0.906028807163239,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"60","Diaphanosoma","25","Smooth Transition",0.0492364317178726,0.917977452278137,0.032786101102829,"Critical Transition",0.0128325317054987,0.153473913669586,0.833693623542786,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"61","Diaptomus","25","Smooth Transition",0.0184707473963499,0.973102748394012,0.00842650793492794,"Critical Transition",0.0019384054467082,0.163181960582733,0.834879636764526,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"62","Eudiaptomus","25","Smooth Transition",0.0295614674687386,0.932905793190002,0.0375326760113239,"Critical Transition",0.000185872879228555,0.151017606258392,0.848796546459198,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"63","Leptodora","25","Smooth Transition",0.0538280867040157,0.939208209514618,0.0069637899287045,"Critical Transition",0.00770106911659241,0.117755606770515,0.874543309211731,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"64","Megacyclops","25","Smooth Transition",0.00266697048209608,0.974398553371429,0.0229344256222248,"Critical Transition",0.0958716496825218,0.0328944958746433,0.871233820915222,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"65","Mesocyclops","25","Smooth Transition",0.0840739831328392,0.896818935871124,0.0191071480512619,"Critical Transition",0.0124090472236276,0.130783945322037,0.856806993484497,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"66","Polyphemus","25","Smooth Transition",0.0208248384296894,0.971680164337158,0.00749501120299101,"Critical Transition",0.0954240635037422,0.0330486260354519,0.871527314186096,"Lower Zurich","Yearly","EWSNet","ML","zooplankton"
"67","ACANTHOCYCLOPS","25","Smooth Transition",0.0823693051934242,0.908180773258209,0.00944998767226934,"Critical Transition",0.385027527809143,0.0653368011116982,0.549635648727417,"Mendota","Yearly","EWSNet","ML","zooplankton"
"68","AGLAODIAPTOMUS","25","Smooth Transition",0.0408313795924187,0.941230595111847,0.0179380122572184,"Critical Transition",0.384415328502655,0.0653304159641266,0.550254225730896,"Mendota","Yearly","EWSNet","ML","zooplankton"
"69","ALONA","25","Smooth Transition",0.0215306431055069,0.969239175319672,0.00923022720962763,"Critical Transition",0.385000795125961,0.0653404220938683,0.54965877532959,"Mendota","Yearly","EWSNet","ML","zooplankton"
"70","BYTHOTREPHES","25","Smooth Transition",0.0180209428071976,0.972845613956451,0.009133524261415,"Critical Transition",0.384998619556427,0.0653406977653503,0.549660623073578,"Mendota","Yearly","EWSNet","ML","zooplankton"
"71","CALANOID","25","Smooth Transition",0.117685459554195,0.876600742340088,0.00571367749944329,"Critical Transition",0.385022819042206,0.0652972757816315,0.54967999458313,"Mendota","Yearly","EWSNet","ML","zooplankton"
"72","CHYDORUS","25","Smooth Transition",0.148206695914268,0.832205176353455,0.0195879712700844,"Critical Transition",0.384891659021378,0.0653441473841667,0.549764215946198,"Mendota","Yearly","EWSNet","ML","zooplankton"
"73","COPEPOD","25","Smooth Transition",0.0104994215071201,0.98825216293335,0.00124845432583243,"Critical Transition",0.402860522270203,0.0651531293988228,0.5319864153862,"Mendota","Yearly","EWSNet","ML","zooplankton"
"74","COPEPODITES","25","Smooth Transition",0.0192300248891115,0.970001995563507,0.010767986997962,"Critical Transition",0.384711533784866,0.0653492286801338,0.549939274787903,"Mendota","Yearly","EWSNet","ML","zooplankton"
"75","CYCLOPOID","25","Smooth Transition",0.0116363130509853,0.960122764110565,0.028240978717804,"Critical Transition",0.388305395841599,0.0651793926954269,0.546515166759491,"Mendota","Yearly","EWSNet","ML","zooplankton"
"76","DAPHNIA","25","Smooth Transition",0.0161786768585443,0.976990818977356,0.00683051533997059,"Critical Transition",0.388485670089722,0.065125398337841,0.546388924121857,"Mendota","Yearly","EWSNet","ML","zooplankton"
"77","DIACYCLOPS","25","No Transition",0.596508741378784,0.397624433040619,0.00586688052862883,"Critical Transition",0.390300571918488,0.0647613108158112,0.544938027858734,"Mendota","Yearly","EWSNet","ML","zooplankton"
"78","DIAPHANOSOMA","25","Smooth Transition",0.0114649804309011,0.966564118862152,0.0219708941876888,"Critical Transition",0.385007053613663,0.0653418526053429,0.549651086330414,"Mendota","Yearly","EWSNet","ML","zooplankton"
"79","DIAPTOMID","25","Smooth Transition",0.0151305384933949,0.959876120090485,0.0249932743608952,"Critical Transition",0.385044783353806,0.0651768893003464,0.54977822303772,"Mendota","Yearly","EWSNet","ML","zooplankton"
"80","HARPACTICOID","25","Smooth Transition",0.0404545702040195,0.951397776603699,0.00814760476350784,"Critical Transition",0.3850017786026,0.0653408318758011,0.549657344818115,"Mendota","Yearly","EWSNet","ML","zooplankton"
"81","LEPTODORA","25","Smooth Transition",0.0931576788425446,0.895485401153564,0.0113568995147943,"Critical Transition",0.385000914335251,0.0653403252363205,0.549658715724945,"Mendota","Yearly","EWSNet","ML","zooplankton"
"82","MESOCYCLOPS","25","Smooth Transition",0.013900195248425,0.975070357322693,0.0110294111073017,"Critical Transition",0.384954631328583,0.0653515681624413,0.549693703651428,"Mendota","Yearly","EWSNet","ML","zooplankton"
"83","SINOBOSMINA","25","Smooth Transition",0.0174825210124254,0.978151679039001,0.00436573103070259,"Critical Transition",0.385008841753006,0.0653406009078026,0.5496506690979,"Mendota","Yearly","EWSNet","ML","zooplankton"
"84","TROPOCYCLOPS","25","Smooth Transition",0.00335563998669386,0.990649044513702,0.00599527359008789,"Critical Transition",0.385001569986343,0.0653414130210876,0.549656987190247,"Mendota","Yearly","EWSNet","ML","zooplankton"
"85","zoobiomass","25","Smooth Transition",0.0120290676131845,0.980542004108429,0.00742892548441887,"Critical Transition",0.193579822778702,0.0481334179639816,0.758286893367767,"Windermere","Yearly","EWSNet","ML","zooplankton"
"86","Bosmina","25","Smooth Transition",0.0103409998118877,0.969885468482971,0.0197735577821732,"Critical Transition",0.193558350205421,0.0481237359344959,0.758317947387695,"Windermere","Yearly","EWSNet","ML","zooplankton"
"87","Daphnia","25","Smooth Transition",0.0060366396792233,0.982273936271667,0.0116894189268351,"Critical Transition",0.193563207983971,0.0481248125433922,0.758312165737152,"Windermere","Yearly","EWSNet","ML","zooplankton"
"88","TotCalanoids","25","Smooth Transition",0.00868222676217556,0.979210734367371,0.0121070854365826,"Critical Transition",0.193569675087929,0.0481260046362877,0.758304297924042,"Windermere","Yearly","EWSNet","ML","zooplankton"
"89","TotCyclopoids","25","Smooth Transition",0.0132895661517978,0.968843519687653,0.0178668554872274,"Critical Transition",0.193545937538147,0.0481266304850578,0.758327424526215,"Windermere","Yearly","EWSNet","ML","zooplankton"
